near_miss_id,site_id,report_date,hazard_category,shift,location_on_site,potential_severity,corrective_action_taken,description
557,8,2025-08-27,Hazardous substances,Afternoon,Haul road,Medium,True,Earum odit inventore esse doloremque consectetur velit numquam recusandae at modi consequuntur dicta molestiae.
558,8,2025-06-08,Fall from height,Night,Underground,High,True,Impedit accusantium natus magnam in debitis hic quasi perferendis velit ipsam iste adipisci voluptatum officia at.
559,8,2024-08-18,Mobile equipment,Day,Workshop,High,False,Itaque animi id sunt unde incidunt amet rem iure totam quos soluta nulla suscipit iusto amet vel.
560,8,2026-01-27,Mobile equipment,Day,Workshop,Medium,False,Rem exercitationem aspernatur numquam illum consectetur deserunt tempora officia voluptates at nulla.
561,9,2026-01-09,Ground fall,Afternoon,Processing plant,Low,False,Cupiditate modi quidem adipisci dolor optio a quidem atque adipisci excepturi sapiente voluptatem reprehenderit iste quos velit beatae.
562,9,2026-02-14,Mobile equipment,Afternoon,Workshop,Low,True,Voluptatibus accusantium hic ab ducimus tempore illo dolorem ullam ipsa quia maxime doloribus voluptatibus excepturi modi inventore dignissimos.
563,9,2024-11-27,Ground fall,Night,Camp,High,True,Libero vitae iure incidunt nihil illo exercitationem temporibus explicabo nobis doloremque repellendus.
564,9,2026-04-22,Electrical,Afternoon,Processing plant,Low,True,Blanditiis ex aliquam dolores excepturi aliquam nobis doloremque voluptatum asperiores ea laboriosam tempora.
565,9,2023-06-27,Ground fall,Day,Open pit,High,True,Consequatur quia ad voluptatum aut pariatur excepturi hic autem nulla vel tempora quod.
566,9,2024-08-19,Mobile equipment,Night,Processing plant,Medium,True,Itaque eveniet dicta nisi minus unde optio illum repellendus optio fuga eum animi quas facere fuga expedita.
567,9,2026-04-11,Mobile equipment,Afternoon,Processing plant,Low,True,Aut fugiat earum dignissimos quod deserunt aut illo quis.
568,9,2026-01-27,Mobile equipment,Day,Haul road,Low,True,Commodi reiciendis fugiat molestiae saepe totam omnis itaque.
569,9,2024-10-05,Electrical,Night,Open pit,High,True,Neque voluptatum quia quibusdam a nihil corrupti error ullam nemo.
570,9,2026-04-11,Mobile equipment,Afternoon,Workshop,Low,True,Ratione soluta iusto in eum animi debitis dolorum molestias doloribus assumenda.
571,9,2025-02-12,Ground fall,Day,Haul road,High,True,Error impedit blanditiis soluta magnam adipisci veritatis tempore voluptatibus iusto.
572,9,2025-11-10,Ground fall,Day,Processing plant,Low,True,Aliquid ipsam molestiae minima assumenda iure distinctio assumenda voluptatum tenetur amet ratione ut architecto quasi accusantium veritatis vitae.
573,9,2024-09-06,Explosives,Night,Processing plant,High,True,Ipsum reprehenderit eum deserunt nesciunt eius facere rem suscipit autem.
574,9,2025-12-10,Ground fall,Day,Underground,Low,False,Facere hic repellat fuga sed quisquam quos nihil occaecati consequuntur ex aspernatur omnis voluptates.
575,9,2024-10-13,Electrical,Afternoon,Haul road,Low,True,Voluptates odio dicta libero reprehenderit veniam mollitia quidem fugit minus magnam deserunt atque commodi error voluptate dolore.
576,9,2023-10-27,Mobile equipment,Day,Open pit,Medium,True,Aut ad cupiditate soluta soluta quae architecto quos deserunt maxime quasi commodi ullam hic nostrum laboriosam assumenda.
577,9,2023-10-19,Electrical,Day,Haul road,Medium,False,Recusandae voluptatibus consectetur quas cum qui quibusdam nostrum dolores pariatur culpa ipsa dolorum quod quo sint ad autem quia.
578,9,2024-01-23,Mobile equipment,Afternoon,Underground,High,True,Nulla repudiandae deleniti aut esse quae at ex sunt ab itaque magni nam deleniti iure quo perferendis ut.
579,9,2023-06-11,Explosives,Day,Camp,High,True,Soluta vitae esse maiores fuga quis veniam officiis saepe doloremque maiores eum temporibus assumenda nostrum reiciendis odio nihil.
580,9,2025-06-29,Ground fall,Afternoon,Underground,Low,False,Optio occaecati vel illo sunt dolorum beatae itaque animi.
581,9,2025-12-28,Mobile equipment,Afternoon,Camp,Medium,False,Velit aspernatur commodi omnis nisi quibusdam cum assumenda optio eligendi cum recusandae cupiditate sint labore dicta itaque.
582,9,2024-05-12,Hazardous substances,Afternoon,Camp,High,False,Ullam quod vitae sit eaque fuga at suscipit recusandae voluptatum earum adipisci non.
583,9,2024-05-17,Explosives,Night,Camp,High,False,Magni ipsum porro expedita culpa numquam cum odit.
584,9,2024-03-16,Explosives,Night,Workshop,Low,False,Laborum corporis ab ad voluptate rerum saepe corrupti nesciunt esse quos similique.
585,9,2025-07-20,Ground fall,Day,Underground,Low,False,Assumenda incidunt atque perferendis eius velit eos ab neque eligendi quam omnis neque aliquid explicabo aspernatur.
586,9,2024-07-31,Electrical,Day,Haul road,Medium,False,Illo fugit nam perferendis ullam voluptas consectetur blanditiis ad inventore dicta maiores quia vitae laboriosam.
587,9,2024-02-23,Mobile equipment,Afternoon,Open pit,Medium,False,Sed aperiam explicabo excepturi cum distinctio aut quisquam labore quisquam alias recusandae quibusdam saepe rerum sit.
588,9,2023-12-20,Ground fall,Day,Underground,Medium,True,Nobis blanditiis cumque autem debitis dignissimos dolorem sed maxime non.
589,9,2024-06-09,Mobile equipment,Night,Camp,Low,False,Necessitatibus laboriosam blanditiis facere quo placeat aut eos rem tempora minus beatae deleniti voluptatibus autem.
590,9,2025-10-13,Mobile equipment,Day,Open pit,Low,False,Labore dolorem nisi vel deleniti quia exercitationem reiciendis autem corrupti quod saepe.
591,9,2026-04-15,Mobile equipment,Afternoon,Workshop,High,False,Eum sint ad occaecati molestiae provident voluptatum animi alias dolore corrupti impedit possimus odio labore odit cupiditate.
592,9,2024-12-15,Mobile equipment,Day,Workshop,Low,False,Tenetur esse quisquam ipsum aperiam maxime magnam ipsa nesciunt aliquam veritatis est sunt nam.
593,9,2024-06-13,Manual handling,Day,Underground,High,True,Nihil exercitationem quibusdam tempora eligendi sapiente similique non neque fugit ea minima quo illum quas voluptatibus totam odio.
594,9,2026-03-17,Mobile equipment,Day,Processing plant,Medium,False,Sed aspernatur laboriosam animi ratione molestiae voluptate commodi.
595,9,2024-05-25,Hazardous substances,Afternoon,Open pit,High,False,Veritatis tempore sint debitis possimus dolores officia dolorum culpa quasi ducimus fugiat praesentium doloribus eius accusantium.
596,9,2023-11-17,Mobile equipment,Night,Haul road,Medium,True,Nulla aperiam vitae ab aspernatur fugiat consectetur consectetur tempore labore.
597,9,2025-03-20,Hazardous substances,Afternoon,Open pit,Medium,False,Ab amet eaque sint atque aspernatur laborum quae.
598,9,2024-12-07,Ground fall,Night,Underground,Low,True,Neque fugiat sunt ipsa quisquam repellat numquam nihil facere nulla hic iste molestiae debitis ex et sapiente.
599,9,2025-01-30,Ground fall,Night,Haul road,Medium,True,Voluptates officia asperiores possimus alias dignissimos iure occaecati voluptatibus optio ex doloribus rem fugiat natus fuga.
600,9,2023-11-06,Ground fall,Day,Camp,High,False,Voluptatibus minus voluptates blanditiis illo praesentium ullam cupiditate distinctio impedit nemo modi commodi voluptatem aspernatur ipsam quisquam enim.
601,9,2025-03-27,Ground fall,Afternoon,Processing plant,High,False,Quidem officiis ducimus similique ipsam quibusdam accusamus culpa nobis alias quis voluptas mollitia soluta velit voluptatum.
602,9,2025-07-31,Mobile equipment,Afternoon,Processing plant,Medium,True,Temporibus quibusdam iure eaque optio a quaerat sed.
603,9,2025-02-02,Electrical,Night,Open pit,Medium,False,Totam quae suscipit harum consectetur sed quidem exercitationem enim quae fugit libero.
604,9,2024-09-15,Mobile equipment,Night,Open pit,High,True,Quas odio deleniti ipsa impedit ab debitis veniam at officiis iste odit nulla reiciendis reprehenderit eum eligendi.
605,9,2024-04-20,Manual handling,Day,Workshop,Medium,False,Deserunt minima ipsam dicta laborum occaecati reiciendis libero nisi eum repellat.
606,9,2025-06-16,Explosives,Night,Processing plant,Low,True,Neque fuga unde qui repellat eveniet consectetur veniam ipsa modi quam reprehenderit natus provident.
607,9,2026-05-13,Explosives,Day,Open pit,High,False,Similique iusto incidunt expedita cupiditate suscipit ipsa facilis doloribus magni.
608,9,2025-08-01,Mobile equipment,Day,Open pit,Low,False,Atque repellendus cupiditate facilis debitis sed error adipisci porro consequuntur consequatur suscipit esse alias explicabo dicta ab explicabo sed.
609,9,2025-03-10,Ground fall,Day,Underground,Medium,True,Nesciunt quam doloribus delectus maiores porro magni dolor fugit libero minus repellat quas.
610,9,2025-03-26,Mobile equipment,Day,Workshop,High,False,Molestiae qui delectus itaque facere optio molestiae dolore cupiditate dolorum nobis reiciendis temporibus enim dolorem nesciunt eius.
611,9,2023-08-15,Manual handling,Day,Open pit,Low,True,Ullam nostrum suscipit libero consequuntur in ratione eos distinctio repellat modi natus quas distinctio non modi harum sapiente soluta.
612,9,2023-12-01,Electrical,Afternoon,Camp,Medium,True,Dolores nulla earum ea totam dolore similique voluptatibus nesciunt possimus molestiae ducimus doloremque doloremque dicta.
613,9,2024-07-15,Ground fall,Day,Camp,Medium,True,Libero nostrum illo dolorum nihil officiis similique amet nesciunt et in maiores mollitia fugiat rerum dolore.
614,9,2024-06-23,Ground fall,Afternoon,Processing plant,High,False,Tempore assumenda quis dicta neque accusantium adipisci amet fuga possimus itaque vitae saepe eum.
615,9,2025-02-15,Electrical,Afternoon,Haul road,High,False,Ipsum illum iure maxime in adipisci possimus dolores odio.
616,9,2023-09-08,Fall from height,Afternoon,Haul road,Low,False,Quo consectetur aliquam officiis ipsum excepturi magnam voluptate dolore.
617,9,2024-02-19,Electrical,Day,Underground,Low,False,Hic veritatis incidunt maxime debitis inventore et non autem nam iusto laudantium.
618,9,2023-12-07,Mobile equipment,Afternoon,Haul road,Medium,False,Illo quo libero iste saepe nulla ullam minima dolor harum qui molestias.
619,9,2025-07-05,Manual handling,Afternoon,Open pit,High,False,Deserunt aspernatur velit voluptatum exercitationem eligendi assumenda provident ad non natus vel provident.
620,9,2024-11-13,Electrical,Afternoon,Open pit,Low,True,Temporibus perspiciatis velit blanditiis est ex fuga vel atque magnam nostrum quas illo possimus enim at commodi consequuntur.
621,9,2024-07-22,Electrical,Day,Underground,Medium,True,Et provident necessitatibus dolorem atque officia a minus possimus dolore voluptatum iure nisi.
622,9,2025-07-23,Hazardous substances,Night,Haul road,High,False,Corporis sed illum unde eos dolorem quam explicabo eveniet.
623,9,2025-04-17,Mobile equipment,Afternoon,Workshop,High,False,Doloremque fuga quae laudantium occaecati modi eum autem corrupti neque.
624,9,2025-12-25,Mobile equipment,Day,Underground,High,False,Natus iste eaque reiciendis cum quidem nisi nihil repellat iusto illo provident voluptatibus quasi.
625,9,2023-07-13,Hazardous substances,Night,Open pit,Medium,True,Alias corporis natus quae enim voluptatem nam ipsa occaecati quaerat molestias dolore repellendus dolor quisquam.
626,9,2024-05-15,Mobile equipment,Afternoon,Underground,Medium,False,Tempore asperiores molestias quaerat nostrum suscipit cupiditate ipsam alias libero qui illo nisi enim recusandae nostrum quis.
627,9,2025-10-10,Manual handling,Afternoon,Processing plant,Low,False,Magnam necessitatibus ullam tempora magnam eaque sed est laudantium soluta quisquam consequatur at repudiandae.
628,9,2025-09-07,Ground fall,Afternoon,Workshop,High,True,Nulla quod repellat ut aspernatur neque rerum neque rem eveniet sed libero similique exercitationem enim animi repudiandae.
629,9,2025-08-08,Mobile equipment,Day,Processing plant,Low,True,Tempora reiciendis repellat cum provident quaerat dolores numquam vero recusandae eaque ratione laudantium voluptatem.
630,9,2024-11-08,Mobile equipment,Night,Processing plant,High,False,Quod nulla labore iure iste laborum doloremque repellat cum quo aut.
631,9,2024-03-23,Electrical,Day,Open pit,Low,True,Magni alias distinctio eligendi quia eligendi debitis aspernatur libero recusandae quas commodi ab corrupti itaque ut expedita.
632,9,2025-06-27,Ground fall,Afternoon,Workshop,Low,True,Assumenda consequuntur occaecati asperiores provident quod rerum necessitatibus magni voluptas.
633,9,2025-07-04,Manual handling,Day,Workshop,Low,True,Rerum excepturi culpa corrupti earum consequatur dolorem architecto reprehenderit inventore corrupti beatae nesciunt expedita esse minima debitis hic culpa.
634,9,2026-02-07,Ground fall,Afternoon,Camp,High,False,Ratione vero omnis dolor quod nihil odio culpa voluptas vel repellendus ad explicabo perspiciatis quia fugiat itaque.
635,9,2023-09-30,Fall from height,Day,Open pit,Low,False,Inventore tempora voluptatem quae doloremque quam dignissimos ab magnam consequatur repellat itaque sed laborum ad quas libero velit.
636,9,2024-03-25,Mobile equipment,Day,Haul road,Low,True,Eaque quod aut iste enim temporibus ducimus iste.
637,9,2025-10-28,Fall from height,Day,Underground,Medium,False,Magni totam eaque saepe maxime delectus iste quasi ex provident voluptatem voluptate at esse tempora.
638,9,2024-06-13,Ground fall,Night,Processing plant,High,True,Odit natus exercitationem atque libero maiores perspiciatis quibusdam eius est impedit asperiores nostrum ratione reprehenderit nam.
639,9,2023-10-15,Electrical,Afternoon,Underground,Low,False,Veritatis eligendi enim consequuntur delectus cumque excepturi et accusantium inventore.
640,9,2025-05-05,Fall from height,Afternoon,Underground,High,True,Sunt iure commodi ea dolorem inventore deserunt repellendus.
641,9,2025-08-01,Mobile equipment,Day,Camp,Medium,True,Quae totam blanditiis nostrum culpa iusto repellat dolore eveniet consequuntur optio illo aut explicabo.
642,9,2023-06-03,Mobile equipment,Afternoon,Camp,Low,False,Cum at fugit quasi ab magnam occaecati pariatur vel animi accusantium ducimus distinctio incidunt similique esse hic.
643,9,2024-05-24,Electrical,Afternoon,Haul road,Medium,False,Accusamus tenetur illum cum deleniti neque rerum quaerat eius perspiciatis modi.
644,9,2023-10-07,Fall from height,Afternoon,Workshop,Low,False,Tempore cum optio consequatur corporis beatae ipsam molestias delectus vitae fugit vitae consequuntur et blanditiis ipsam incidunt.
645,10,2023-07-01,Mobile equipment,Day,Workshop,Low,True,Necessitatibus libero a maiores modi fugiat tenetur vitae veniam magnam omnis quisquam voluptatum.
646,10,2026-03-13,Ground fall,Day,Haul road,Low,True,Similique eaque similique nemo quibusdam porro unde cum nesciunt dicta minima.
647,10,2023-05-28,Ground fall,Afternoon,Underground,Low,True,Iste nostrum placeat beatae temporibus officiis iusto consequuntur.
648,10,2024-05-14,Mobile equipment,Afternoon,Camp,Medium,True,Quaerat consectetur est temporibus dignissimos eos ea natus quaerat aspernatur.
649,10,2025-06-26,Explosives,Afternoon,Workshop,Low,False,Ratione minus architecto accusantium necessitatibus occaecati vel error saepe dicta ex temporibus consequuntur similique pariatur quo dolorum unde vel.
650,10,2025-12-24,Hazardous substances,Day,Workshop,High,True,Fuga quos blanditiis quidem quidem incidunt facilis hic atque adipisci tempora nulla vitae enim eaque tempore.
651,10,2023-12-11,Mobile equipment,Afternoon,Underground,Medium,True,Occaecati saepe ipsum molestiae similique pariatur ea repudiandae repellendus nesciunt modi similique et cumque a ipsum alias cumque dolore.
